Gamma,Tn1,Tn2,Tn3
0.0,0.06,0.05,0.05
0.1,0.07,0.06,0.06
0.2,0.1,0.09,0.09
0.30000000000000004,0.13,0.11,0.12
0.4,0.19,0.16,0.19
0.5,0.29,0.26,0.31
0.6000000000000001,0.45,0.4,0.47
0.7000000000000001,0.62,0.56,0.64
0.8,0.78,0.73,0.8
0.9,0.9,0.87,0.91
1.0,0.97,0.94,0.97
